company,country,launch_site,launch_date,launch_year,launch_month,rocket_status,rocket_cost,mission_status,success_flag,mission_detail
RVSN USSR,USSR,Site 32/1,1985-10-24 02:30:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Tsyklon-3 | Meteor-3 n†­1
RVSN USSR,USSR,Site 133/3,1985-10-23 17:24:00+00:00,1985.0,10.0,Retired,62.0,Failure,0,Cosmos-3M (11K65M) | Parouss n†­50
RVSN USSR,USSR,Site 1/5,1985-10-23 00:42:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­119
RVSN USSR,USSR,Site 43/4,1985-10-22 20:24:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1698
RVSN USSR,USSR,Site 45/1,1985-10-22 07:00:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Zenit-2 | Cosmos 1697
CASC,China,Site 138 (LA-2B),1985-10-21 05:04:00+00:00,1985.0,10.0,Active,30.8,Success,1,Long March 2C | FSW-0 No.7
RVSN USSR,USSR,Site 32/1,1985-10-09 21:35:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1690 to 1695
General Dynamics,USA,SLC-3W,1985-10-09 02:53:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Atlas-E/F SGS-2 | GPS-11
NASA,USA,LC-39A,1985-10-03 15:15:00+00:00,1985.0,10.0,Retired,450.0,Success,1,Space Shuttle Atlantis | STS-51-J
RVSN USSR,USSR,Site 43/4,1985-10-03 07:33:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­118
RVSN USSR,USSR,Site 31/6,1985-10-03 05:48:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Vostok-2M | Cosmos 1689
RVSN USSR,USSR,Site 107/1,1985-10-02 09:00:00+00:00,1985.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1688
RVSN USSR,USSR,Site 16/2,1985-09-30 19:23:00+00:00,1985.0,9.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1687
General Dynamics,USA,SLC-36B,1985-09-28 23:17:00+00:00,1985.0,9.0,Retired,62.0,Success,1,Atlas-G Centaur-D1AR | Intelsat V -512
RVSN USSR,USSR,Site 43/4,1985-09-24 01:18:00+00:00,1985.0,9.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1684
RVSN USSR,USSR,Site 90/20,1985-09-19 01:32:00+00:00,1985.0,9.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1682
Arianespace,France,ELA-1,1985-09-12 23:26:00+00:00,1985.0,9.0,Retired,62.0,Failure,0,"Ariane 3 | ECS 3, Spacenet 3"
RVSN USSR,USSR,Site 132/1,1985-09-04 17:05:00+00:00,1985.0,9.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1680
Martin Marietta,USA,SLC-4E,1985-08-28 21:20:00+00:00,1985.0,8.0,Retired,62.0,Failure,0,Titan 34D | KH-11
NASA,USA,LC-39A,1985-08-27 10:58:00+00:00,1985.0,8.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-51-I
RVSN USSR,USSR,Site 90/19,1985-08-23 22:33:00+00:00,1985.0,8.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1677
RVSN USSR,USSR,Site 41/1,1985-08-22 19:28:00+00:00,1985.0,8.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­117
ISAS,Japan,Mu Pad,1985-08-18 23:33:00+00:00,1985.0,8.0,Retired,62.0,Success,1,Mu-III S2 | Suisei
RVSN USSR,USSR,Site 32/1,1985-08-08 11:45:00+00:00,1985.0,8.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1674
RVSN USSR,USSR,Site 90/19,1985-08-01 05:36:00+00:00,1985.0,8.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1670
NASA,USA,LC-39A,1985-07-25 21:00:00+00:00,1985.0,7.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-51-F
RVSN USSR,USSR,Site 43/4,1985-07-17 01:05:00+00:00,1985.0,7.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­116
RVSN USSR,USSR,Site 32/1,1985-07-08 23:40:00+00:00,1985.0,7.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1666
Arianespace,France,ELV-1 (SLV),1985-07-02 11:23:00+00:00,1985.0,7.0,Retired,62.0,Success,1,Ariane 1 | Giotto
General Dynamics,USA,SLC-36A,1985-06-30 00:44:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Atlas-G Centaur-D1AR | Intelsat V -511
RVSN USSR,USSR,Site 45/1,1985-06-21 08:29:00+00:00,1985.0,6.0,Retired,62.0,Failure,0,Zenit-2 | EPN 03.0694 n†­2
RVSN USSR,USSR,Site 132/2,1985-06-19 11:30:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1662
RVSN USSR,USSR,Site 16/2,1985-06-18 00:40:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1661
NASA,USA,LC-39A,1985-06-17 11:33:00+00:00,1985.0,6.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-51-G
RVSN USSR,USSR,Site 32/1,1985-06-14 10:36:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1660
RVSN USSR,USSR,Site 16/2,1985-06-12 15:09:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1675
RVSN USSR,USSR,Site 41/1,1985-06-11 14:26:00+00:00,1985.0,6.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1658
RVSN USSR,USSR,Site 132/1,1985-05-30 01:14:00+00:00,1985.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1655
RVSN USSR,USSR,Site 43/4,1985-05-29 07:40:00+00:00,1985.0,5.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­115
Arianespace,France,ELA-1,1985-05-08 01:15:00+00:00,1985.0,5.0,Retired,62.0,Success,1,"Ariane 3 | GStar-1, Telecom 1B"
NASA,USA,LC-39A,1985-05-06 16:02:00+00:00,1985.0,5.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-51-B
RVSN USSR,USSR,Site 90/20,1985-04-18 21:40:00+00:00,1985.0,4.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1646
RVSN USSR,USSR,Site 45/1,1985-04-13 08:00:00+00:00,1985.0,4.0,Retired,62.0,Failure,0,Zenit-2 | EPN 03.0694 n†­1
NASA,USA,LC-39A,1985-04-12 13:59:00+00:00,1985.0,4.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-51-D
General Dynamics,USA,SLC-36B,1985-03-22 23:55:00+00:00,1985.0,3.0,Retired,62.0,Success,1,Atlas-G Centaur-D1AR | Intelsat V -510
RVSN USSR,USSR,Site 132/2,1985-03-21 00:08:00+00:00,1985.0,3.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1635 to 1642
RVSN USSR,USSR,Site 132/2,1985-03-14 01:09:00+00:00,1985.0,3.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1634
General Dynamics,USA,SLC-3W,1985-03-13 02:00:00+00:00,1985.0,3.0,Retired,62.0,Success,1,Atlas-E/F OIS | Geosat
RVSN USSR,USSR,Site 32/2,1985-03-05 15:39:00+00:00,1985.0,3.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1633
RVSN USSR,USSR,Site 132/1,1985-02-27 12:56:00+00:00,1985.0,2.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1631
Arianespace,France,ELA-1,1985-02-08 23:22:00+00:00,1985.0,2.0,Retired,62.0,Success,1,"Ariane 3 | Arabsat-1A, Brasilsat-A1"
ISAS,Japan,Mu Pad,1985-02-07 19:26:00+00:00,1985.0,2.0,Retired,62.0,Success,1,Mu-III S2 | Sakigake
RVSN USSR,USSR,Site 32/1,1985-02-06 21:45:00+00:00,1985.0,2.0,Retired,62.0,Success,1,Tsyklon-3 | Meteor-2 n†­12
RVSN USSR,USSR,Site 132/2,1985-02-01 19:36:00+00:00,1985.0,2.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1627
NASA,USA,LC-39A,1985-01-24 19:50:00+00:00,1985.0,1.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-51-C
RVSN USSR,USSR,Site 32/2,1985-01-24 16:45:00+00:00,1985.0,1.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1626
RVSN USSR,USSR,Site 90/19,1985-01-23 19:58:00+00:00,1985.0,1.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1625
RVSN USSR,USSR,Site 43/4,1985-01-16 06:22:00+00:00,1985.0,1.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­114
RVSN USSR,USSR,Site 132/1,1985-01-15 17:46:00+00:00,1985.0,1.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1624
RVSN USSR,USSR,Site 32/1,1985-01-15 14:51:00+00:00,1985.0,1.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1617 to 1622
Martin Marietta,USA,SLC-40,1984-12-22 00:02:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Titan 34D | DSP-12
RVSN USSR,USSR,Site 132/2,1984-12-20 13:00:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1615
RVSN USSR,USSR,Site 86/1,1984-12-19 03:55:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Cosmos-3MRB (65MRB) | Cosmos 1614 (BOR-4 Space Shuttle)
RVSN USSR,USSR,Site 41/1,1984-12-14 20:40:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­113
General Dynamics,USA,SLC-3W,1984-12-12 10:42:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Atlas-E/F Star-37S-ISS | NOAA-F
Martin Marietta,USA,SLC-4E,1984-12-04 18:03:00+00:00,1984.0,12.0,Retired,62.0,Success,1,Titan 34D | USA-6 (KH-11)
RVSN USSR,USSR,Site 32/1,1984-11-27 14:22:00+00:00,1984.0,11.0,Retired,62.0,Partial Failure,0,Tsyklon-3 | Meteor-3 n†­1a
RVSN USSR,USSR,Site 132/1,1984-11-15 06:40:00+00:00,1984.0,11.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1610
Arianespace,France,ELA-1,1984-11-10 01:14:00+00:00,1984.0,11.0,Retired,62.0,Success,1,"Ariane 3 | Spacenet 2, MARECS-2"
NASA,USA,LC-39A,1984-11-08 12:15:00+00:00,1984.0,11.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-51-A
RVSN USSR,USSR,Site 90/20,1984-10-31 12:29:00+00:00,1984.0,10.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1607
RVSN USSR,USSR,Site 32/1,1984-10-18 17:46:00+00:00,1984.0,10.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1606
RVSN USSR,USSR,Site 132/2,1984-10-11 14:43:00+00:00,1984.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1605
NASA,USA,LC-39A,1984-10-05 11:03:00+00:00,1984.0,10.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-41-G
RVSN USSR,USSR,Site 16/2,1984-10-04 19:49:00+00:00,1984.0,10.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1604
RVSN USSR,USSR,Site 32/2,1984-09-28 06:00:00+00:00,1984.0,9.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1602
RVSN USSR,USSR,Site 132/2,1984-09-27 09:30:00+00:00,1984.0,9.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1601
RVSN USSR,USSR,Site 132/1,1984-09-13 14:54:00+00:00,1984.0,9.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1598
CASC,China,Site 138 (LA-2B),1984-09-12 05:44:00+00:00,1984.0,9.0,Active,30.8,Success,1,Long March 2C | FSW-0 No.6
General Dynamics,USA,SLC-3W,1984-09-08 21:41:00+00:00,1984.0,9.0,Retired,62.0,Success,1,Atlas-E/F SGS-2 | GPS-10
RVSN USSR,USSR,Site 16/2,1984-09-07 19:12:00+00:00,1984.0,9.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1596
NASA,USA,LC-39A,1984-08-30 12:41:00+00:00,1984.0,8.0,Retired,450.0,Success,1,Space Shuttle Discovery | STS-41-D
RVSN USSR,USSR,Site 90/19,1984-08-29 00:21:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1579
Martin Marietta,USA,SLC-4W,1984-08-28 00:00:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Titan III(34)B Agena-D | Quasar 5
RVSN USSR,USSR,Site 43/4,1984-08-24 08:26:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­112
RVSN USSR,USSR,Site 41/1,1984-08-10 00:03:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­111
RVSN USSR,USSR,Site 32/2,1984-08-08 12:08:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1589
RVSN USSR,USSR,Site 90/20,1984-08-07 22:50:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1588
Arianespace,France,ELA-1,1984-08-04 13:32:00+00:00,1984.0,8.0,Retired,62.0,Success,1,"Ariane 3 | Eutelsat-1 F2, Telecom 1A"
MHI,Japan,LA-Y1,1984-08-02 20:30:00+00:00,1984.0,8.0,Retired,62.0,Success,1,N-II Star-37E | Himawari 3
RVSN USSR,USSR,Site 16/2,1984-08-02 08:38:00+00:00,1984.0,8.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1586
RVSN USSR,USSR,Site 32/2,1984-07-05 03:34:00+00:00,1984.0,7.0,Retired,62.0,Success,1,Tsyklon-3 | Meteor-2 n†­11
RVSN USSR,USSR,Site 43/4,1984-07-03 21:30:00+00:00,1984.0,7.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1581
RVSN USSR,USSR,Site 107/1,1984-06-28 13:10:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1578
RVSN USSR,USSR,Site 132/2,1984-06-27 04:59:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1577
Martin Marietta,USA,SLC-4E,1984-06-25 18:47:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Titan 34D | USA-2 (KH-9)
RVSN USSR,USSR,Site 132/2,1984-06-21 19:40:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1574
General Dynamics,USA,SLC-3W,1984-06-13 11:37:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Atlas-E/F SGS-2 | GPS-9
General Dynamics,USA,SLC-36B,1984-06-09 23:03:00+00:00,1984.0,6.0,Retired,62.0,Failure,0,Atlas-G Centaur-D1AR | Intelsat V -509
RVSN USSR,USSR,Site 132/1,1984-06-08 11:28:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1570
RVSN USSR,USSR,Site 16/2,1984-06-06 15:33:00+00:00,1984.0,6.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1569
RVSN USSR,USSR,Site 90/20,1984-05-30 18:46:00+00:00,1984.0,5.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1567
RVSN USSR,USSR,Site 132/2,1984-05-28 21:52:00+00:00,1984.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1559 to 1566
Arianespace,France,ELV-1 (SLV),1984-05-23 01:33:00+00:00,1984.0,5.0,Retired,62.0,Success,1,Ariane 1 | Spacenet F1
RVSN USSR,USSR,Site 132/1,1984-05-17 14:43:00+00:00,1984.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1553
RVSN USSR,USSR,Site 132/2,1984-05-11 06:19:00+00:00,1984.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1550
US Air Force,USA,SLC-4W,1984-04-17 17:45:00+00:00,1984.0,4.0,Retired,62.0,Success,1,Titan III(24)B | OPS 8424
Martin Marietta,USA,SLC-40,1984-04-14 16:52:00+00:00,1984.0,4.0,Retired,62.0,Success,1,Titan 34D | DSP-11
CASC,China,LC-3,1984-04-08 11:20:00+00:00,1984.0,4.0,Retired,62.0,Success,1,Long March 3 | STTW 2 (Dong Fang Hong 2)
NASA,USA,LC-39A,1984-04-06 13:58:00+00:00,1984.0,4.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-41-C
RVSN USSR,USSR,Site 16/2,1984-04-04 01:40:00+00:00,1984.0,4.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1547
RVSN USSR,USSR,Site 41/1,1984-03-16 23:29:00+00:00,1984.0,3.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­110
RVSN USSR,USSR,Site 32/2,1984-03-15 17:05:00+00:00,1984.0,3.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1544
RVSN USSR,USSR,Site 16/2,1984-03-06 17:10:00+00:00,1984.0,3.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1541
ESA,Europe,ELV-1 (SLV),1984-03-05 00:50:00+00:00,1984.0,3.0,Retired,62.0,Success,1,Ariane 1 | Intelsat 508
RVSN USSR,USSR,Site 132/1,1984-02-21 15:36:00+00:00,1984.0,2.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1538
ISAS,Japan,Mu Pad,1984-02-14 08:00:00+00:00,1984.0,2.0,Retired,62.0,Success,1,Mu-III S | Ohzora
RVSN USSR,USSR,Site 32/2,1984-02-08 09:23:00+00:00,1984.0,2.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1536
General Dynamics,USA,SLC-3E,1984-02-05 18:44:00+00:00,1984.0,2.0,Retired,62.0,Success,1,Atlas-H MSD | NOSS-7
NASA,USA,LC-39A,1984-02-03 13:00:00+00:00,1984.0,2.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-41-B
RVSN USSR,USSR,Site 132/1,1984-02-02 17:38:00+00:00,1984.0,2.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1535
Martin Marietta,USA,SLC-40,1984-01-31 03:08:00+00:00,1984.0,1.0,Retired,62.0,Success,1,Titan 34D | OPS-0441 (Vortex)
CASC,China,LC-3,1984-01-29 12:25:00+00:00,1984.0,1.0,Retired,62.0,Partial Failure,0,Long March 3 | STTW 1 (Dong Fang Hong 2)
RVSN USSR,USSR,Site 132/2,1984-01-26 12:00:00+00:00,1984.0,1.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1534
MHI,Japan,LA-Y1,1984-01-23 07:58:00+00:00,1984.0,1.0,Retired,62.0,Success,1,N-II Star-37E | Yuri 2a
RVSN USSR,USSR,Site 132/2,1984-01-11 18:08:00+00:00,1984.0,1.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1531
RVSN USSR,USSR,Site 132/2,1984-01-05 20:09:00+00:00,1984.0,1.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1522 to 1529
RVSN USSR,USSR,Site 16/2,1983-12-28 03:48:00+00:00,1983.0,12.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1518
RVSN USSR,USSR,Site 86/1,1983-12-27 10:00:00+00:00,1983.0,12.0,Retired,62.0,Success,1,Cosmos-3MRB (65MRB) | Cosmos 1517 (BOR-4 Space Shuttle)
RVSN USSR,USSR,Site 41/1,1983-12-21 06:07:00+00:00,1983.0,12.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­109
RVSN USSR,USSR,Site 32/2,1983-12-15 12:25:00+00:00,1983.0,12.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1515
RVSN USSR,USSR,Site 132/2,1983-12-08 06:13:00+00:00,1983.0,12.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1513
NASA,USA,LC-39A,1983-11-28 16:00:00+00:00,1983.0,11.0,Retired,450.0,Success,1,Space Shuttle Columbia | STS-9
RVSN USSR,USSR,Site 32/2,1983-11-24 12:33:00+00:00,1983.0,11.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1510
RVSN USSR,USSR,Site 41/1,1983-11-23 16:45:00+00:00,1983.0,11.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­108
General Dynamics,USA,SLC-3W,1983-11-18 06:32:00+00:00,1983.0,11.0,Retired,62.0,Success,1,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F7
RVSN USSR,USSR,Site 132/2,1983-11-11 12:30:00+00:00,1983.0,11.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1508
RVSN USSR,USSR,Site 90/20,1983-10-29 08:30:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1507
RVSN USSR,USSR,Site 16/2,1983-10-28 09:00:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Vostok-2M | Meteor-2 n†­11
RVSN USSR,USSR,Site 132/1,1983-10-26 17:20:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1506
ESA,Europe,ELV-1 (SLV),1983-10-19 00:45:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Ariane 1 | Intelsat 507
RVSN USSR,USSR,Site 132/1,1983-10-12 00:20:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1503
RVSN USSR,USSR,Site 132/1,1983-10-05 12:00:00+00:00,1983.0,10.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1502
RVSN USSR,USSR,Site 132/1,1983-09-30 11:00:00+00:00,1983.0,9.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1501
RVSN USSR,USSR,Site 32/1,1983-09-28 07:59:00+00:00,1983.0,9.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1500
NASA,USA,LC-39A,1983-09-05 07:40:00+00:00,1983.0,9.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-8
RVSN USSR,USSR,Site 107/1,1983-08-31 06:30:00+00:00,1983.0,8.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1494
RVSN USSR,USSR,Site 41/1,1983-08-30 22:49:00+00:00,1983.0,8.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-3 n†­107
CASC,China,Site 138 (LA-2B),1983-08-19 06:00:00+00:00,1983.0,8.0,Active,30.8,Success,1,Long March 2C | FSW-0 No.5
MHI,Japan,LA-Y1,1983-08-05 20:29:00+00:00,1983.0,8.0,Retired,62.0,Success,1,N-II Star-37E | Sakura 2b
RVSN USSR,USSR,Site 132/2,1983-08-03 12:40:00+00:00,1983.0,8.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1486
Martin Marietta,USA,SLC-4W,1983-07-31 15:41:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Titan III(34)B Agena-D | Jumpseat 7
RVSN USSR,USSR,Site 31/6,1983-07-24 05:50:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Vostok-2M | Cosmos 1484
RVSN USSR,USSR,Site 1/5,1983-07-19 15:14:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­106
General Dynamics,USA,SLC-3W,1983-07-14 10:21:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Atlas-E/F SGS-2 | GPS-8
RVSN USSR,USSR,Site 43/4,1983-07-08 19:21:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1481
RVSN USSR,USSR,Site 132/2,1983-07-06 00:31:00+00:00,1983.0,7.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1473 to 1480
RVSN USSR,USSR,Site 32/2,1983-06-22 23:58:00+00:00,1983.0,6.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1470
Martin Marietta,USA,SLC-4E,1983-06-20 18:45:00+00:00,1983.0,6.0,Retired,62.0,Success,1,Titan 34D | OPS-0721 (KH-9)
NASA,USA,LC-39A,1983-06-18 11:33:00+00:00,1983.0,6.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-7
ESA,Europe,ELV-1 (SLV),1983-06-16 11:59:00+00:00,1983.0,6.0,Retired,62.0,Success,1,Ariane 1 | ECS 1 & Oscar-10
General Dynamics,USA,SLC-3E,1983-06-09 23:23:00+00:00,1983.0,6.0,Retired,62.0,Success,1,Atlas-H MSD | NOSS-6
RVSN USSR,USSR,Site 107/1,1983-05-26 05:00:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1465
RVSN USSR,USSR,Site 132/1,1983-05-24 02:59:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1464
General Dynamics,USA,SLC-36A,1983-05-19 22:26:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Atlas-SLV3D Centaur-D1AR | Intelsat V -506
RVSN USSR,USSR,Site 132/1,1983-05-19 12:00:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1463
RVSN USSR,USSR,Site 90/19,1983-05-07 10:30:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Tsyklon-2 | Cosmos 1461
RVSN USSR,USSR,Site 132/1,1983-05-06 03:00:00+00:00,1983.0,5.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1459
RVSN USSR,USSR,Site 16/2,1983-04-25 19:33:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Molniya-M /Block 2BL | Cosmos 1456
RVSN USSR,USSR,Site 32/2,1983-04-23 14:30:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Tsyklon-3 | Cosmos 1455
RVSN USSR,USSR,Site 132/2,1983-04-19 12:00:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1453
US Air Force,USA,SLC-4W,1983-04-17 18:45:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Titan III(24)B | OPS 2925
ISRO,India,SLV LP,1983-04-17 05:44:00+00:00,1983.0,4.0,Retired,62.0,Success,1,SLV-3 | Rohini RS-D2
RVSN USSR,USSR,Site 132/2,1983-04-12 18:20:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1452
RVSN USSR,USSR,Site 132/1,1983-04-06 12:00:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Cosmos-3M (11K65M) | Cosmos 1450
NASA,USA,LC-39A,1983-04-04 18:30:00+00:00,1983.0,4.0,Retired,450.0,Success,1,Space Shuttle Challenger | STS-6
RVSN USSR,USSR,Site 1/5,1983-04-02 02:02:00+00:00,1983.0,4.0,Retired,62.0,Success,1,Molniya-M /Block ML | Molniya-1 n†­105
