company,country,launch_site,launch_date,launch_year,launch_month,rocket_status,rocket_cost,mission_status,success_flag,mission_detail
SpaceX,USA,LC-39A,2020-08-07 05:12:00+00:00,2020.0,8.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky
CASC,China,Site 9401 (SLS-2),2020-08-06 04:01:00+00:00,2020.0,8.0,Active,29.75,Success,1,Long March 2D | Gaofen-9 04 & Q-SAT
SpaceX,USA,Pad A,2020-08-04 23:57:00+00:00,2020.0,8.0,Active,62.0,Success,1,Starship Prototype | 150 Meter Hop
Roscosmos,Russia,Site 200/39,2020-07-30 21:25:00+00:00,2020.0,7.0,Active,65.0,Success,1,Proton-M/Briz-M | Ekspress-80 & Ekspress-103
ULA,USA,SLC-41,2020-07-30 11:50:00+00:00,2020.0,7.0,Active,145.0,Success,1,Atlas V 541 | Perseverance
CASC,China,LC-9,2020-07-25 03:13:00+00:00,2020.0,7.0,Active,64.68,Success,1,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1"
Roscosmos,Russia,Site 31/6,2020-07-23 14:26:00+00:00,2020.0,7.0,Active,48.5,Success,1,Soyuz 2.1a | Progress MS-15
CASC,China,LC-101,2020-07-23 04:41:00+00:00,2020.0,7.0,Active,62.0,Success,1,Long March 5 | Tianwen-1
SpaceX,USA,SLC-40,2020-07-20 21:30:00+00:00,2020.0,7.0,Active,50.0,Success,1,Falcon 9 Block 5 | ANASIS-II
JAXA,Japan,LA-Y1,2020-07-19 21:58:00+00:00,2020.0,7.0,Active,90.0,Success,1,H-IIA 202 | Hope Mars Mission
Northrop,USA,LP-0B,2020-07-15 13:46:00+00:00,2020.0,7.0,Active,46.0,Success,1,Minotaur IV | NROL-129
ExPace,China,Site 95,2020-07-10 04:17:00+00:00,2020.0,7.0,Active,28.3,Failure,0,"Kuaizhou 11 | Jilin-1 02E, CentiSpace-1 S2"
CASC,China,LC-3,2020-07-09 12:11:00+00:00,2020.0,7.0,Active,29.15,Success,1,Long March 3B/E | Apstar-6D
IAI,Israel,Pad 1,2020-07-06 01:00:00+00:00,2020.0,7.0,Active,62.0,Success,1,Shavit-2 | Ofek-16
CASC,China,Site 9401 (SLS-2),2020-07-04 23:44:00+00:00,2020.0,7.0,Active,29.75,Success,1,Long March 2D | Shiyan-6 02
Rocket Lab,USA,Rocket Lab LC-1A,2020-07-04 21:19:00+00:00,2020.0,7.0,Active,7.5,Failure,0,Electron/Curie | Pics Or It Didn??¦t Happen
CASC,China,LC-9,2020-07-03 03:10:00+00:00,2020.0,7.0,Active,64.68,Success,1,Long March 4B | Gaofen Duomo & BY-02
SpaceX,USA,SLC-40,2020-06-30 20:10:00+00:00,2020.0,6.0,Active,50.0,Success,1,Falcon 9 Block 5 | GPS III SV03
CASC,China,LC-2,2020-06-23 01:43:00+00:00,2020.0,6.0,Active,29.15,Success,1,Long March 3B/E | Beidou-3 G3
CASC,China,Site 9401 (SLS-2),2020-06-17 07:19:00+00:00,2020.0,6.0,Active,29.75,Success,1,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5"
SpaceX,USA,SLC-40,2020-06-13 09:21:00+00:00,2020.0,6.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18
Rocket Lab,USA,Rocket Lab LC-1A,2020-06-13 05:12:00+00:00,2020.0,6.0,Active,7.5,Success,1,Electron/Curie | Don't stop me now!
CASC,China,LC-9,2020-06-10 18:31:00+00:00,2020.0,6.0,Active,30.8,Success,1,Long March 2C | Haiyang-1D
SpaceX,USA,SLC-40,2020-06-04 01:25:00+00:00,2020.0,6.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L7
CASC,China,Site 9401 (SLS-2),2020-05-31 08:53:00+00:00,2020.0,5.0,Active,29.75,Success,1,Long March 2D | Gaofen-9-02 & HEAD-4
SpaceX,USA,LC-39A,2020-05-30 19:22:00+00:00,2020.0,5.0,Active,50.0,Success,1,Falcon 9 Block 5 | SpaceX Demo-2
CASC,China,Xichang Satellite Launch Center,2020-05-29 20:13:00+00:00,2020.0,5.0,Active,5.3,Success,1,Long March 11 | XJS-G and XJS-H
Virgin Orbit,USA,Cosmic Girl,2020-05-25 19:50:00+00:00,2020.0,5.0,Active,12.0,Failure,0,LauncherOne | Demo Flight
VKS RF,Russia,Site 43/4,2020-05-22 07:31:00+00:00,2020.0,5.0,Active,62.0,Success,1,Soyuz 2.1b/Fregat-M | Cosmos 2546
MHI,Japan,LA-Y2,2020-05-20 17:31:00+00:00,2020.0,5.0,Retired,112.5,Success,1,H-IIB | HTV-9
ULA,USA,SLC-41,2020-05-17 13:14:00+00:00,2020.0,5.0,Active,120.0,Success,1,Atlas V 501 | OTV-6 (USSF-7)
ExPace,China,Site 95,2020-05-12 01:16:00+00:00,2020.0,5.0,Active,62.0,Success,1,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02
CASC,China,LC-101,2020-05-05 10:00:00+00:00,2020.0,5.0,Active,62.0,Success,1,Long March 5B | Test Flight (New Crew Capsule)
Roscosmos,Russia,Site 31/6,2020-04-25 01:51:00+00:00,2020.0,4.0,Active,48.5,Success,1,Soyuz 2.1a | Progress MS-14
SpaceX,USA,LC-39A,2020-04-22 19:30:00+00:00,2020.0,4.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L6
IRGC,Iran,Launch Plateform,2020-04-22 03:59:00+00:00,2020.0,4.0,Active,62.0,Success,1,Qased | Noor 1
CASC,China,LC-2,2020-04-09 11:46:00+00:00,2020.0,4.0,Active,29.15,Failure,0,Long March 3B/E | Nusantara Dua
Roscosmos,Russia,Site 31/6,2020-04-09 08:05:00+00:00,2020.0,4.0,Active,48.5,Success,1,Soyuz 2.1a | Soyuz MS-16
ULA,USA,SLC-41,2020-03-26 20:18:00+00:00,2020.0,3.0,Active,153.0,Success,1,Atlas V 551 | AEHF 6
CASC,China,LC-3,2020-03-24 03:43:00+00:00,2020.0,3.0,Active,30.8,Success,1,Long March 2C | Yaogan-30-06
Arianespace,France,Site 31/6,2020-03-21 17:06:00+00:00,2020.0,3.0,Active,48.5,Success,1,Soyuz 2.1b/Fregat | OneWeb #3
SpaceX,USA,LC-39A,2020-03-18 12:16:00+00:00,2020.0,3.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L5
VKS RF,Russia,Site 43/4,2020-03-16 18:28:00+00:00,2020.0,3.0,Active,62.0,Success,1,Soyuz 2.1b/Fregat-M | Cosmos 2545
CASC,China,LC-201,2020-03-16 13:34:00+00:00,2020.0,3.0,Active,62.0,Failure,0,Long March 7A | XJY-6
CASC,China,LC-2,2020-03-09 11:55:00+00:00,2020.0,3.0,Active,29.15,Success,1,Long March 3B/E | Beidou-3 G2
SpaceX,USA,SLC-40,2020-03-07 04:50:00+00:00,2020.0,3.0,Active,50.0,Success,1,Falcon 9 Block 5 | CRS-20
VKS RF,Russia,Site 43/3,2020-02-20 08:24:00+00:00,2020.0,2.0,Active,48.5,Success,1,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L
CASC,China,LC-3,2020-02-19 21:07:00+00:00,2020.0,2.0,Active,29.75,Success,1,Long March 2D | XJS-C to F
Arianespace,France,ELA-3,2020-02-18 22:18:00+00:00,2020.0,2.0,Active,200.0,Success,1,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B
SpaceX,USA,SLC-40,2020-02-17 15:05:00+00:00,2020.0,2.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L4
Northrop,USA,LP-0A,2020-02-15 20:21:00+00:00,2020.0,2.0,Active,85.0,Success,1,Antares 230+ | CRS NG-13
ULA,USA,SLC-41,2020-02-10 04:03:00+00:00,2020.0,2.0,Active,115.0,Success,1,Atlas V 411 | Solar Orbiter
ISA,Iran,Imam Khomeini Spaceport,2020-02-09 15:48:00+00:00,2020.0,2.0,Active,62.0,Failure,0,Simorgh | Zafar 1
MHI,Japan,LA-Y1,2020-02-09 01:34:00+00:00,2020.0,2.0,Active,90.0,Success,1,H-IIA 202 | IGS-Optical 7
Arianespace,France,Site 31/6,2020-02-06 21:42:00+00:00,2020.0,2.0,Active,48.5,Success,1,Soyuz 2.1b/Fregat | OneWeb #2
Rocket Lab,USA,Rocket Lab LC-1A,2020-01-31 02:56:00+00:00,2020.0,1.0,Active,7.5,Success,1,Electron/Curie | Birds of a Feather / NROL-151
SpaceX,USA,SLC-40,2020-01-29 14:06:00+00:00,2020.0,1.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L3
SpaceX,USA,LC-39A,2020-01-19 15:30:00+00:00,2020.0,1.0,Active,50.0,Success,1,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test
Arianespace,France,ELA-3,2020-01-16 21:05:00+00:00,2020.0,1.0,Active,200.0,Success,1,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30
ExPace,China,Site 95,2020-01-16 03:02:00+00:00,2020.0,1.0,Active,62.0,Success,1,Kuaizhou 1A | Yinhe-1
CASC,China,LC-9,2020-01-15 02:53:00+00:00,2020.0,1.0,Active,29.75,Success,1,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8
CASC,China,LC-2,2020-01-07 15:20:00+00:00,2020.0,1.0,Active,29.15,Success,1,Long March 3B/E | TJSW-5
SpaceX,USA,SLC-40,2020-01-07 02:19:00+00:00,2020.0,1.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L2
CASC,China,LC-101,2019-12-27 12:45:00+00:00,2019.0,12.0,Active,62.0,Success,1,Long March 5 | Shijian-20
VKS RF,Russia,Site 133/3,2019-12-26 23:11:00+00:00,2019.0,12.0,Retired,41.8,Success,1,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1"
Roscosmos,Russia,Site 81/24,2019-12-24 12:03:00+00:00,2019.0,12.0,Active,65.0,Success,1,Proton-M/DM-3 | Elektro-L n†­3
ULA,USA,SLC-41,2019-12-20 11:36:00+00:00,2019.0,12.0,Active,62.0,Success,1,Atlas V N22 | Starliner OFT
CASC,China,LC-9,2019-12-20 03:22:00+00:00,2019.0,12.0,Active,64.68,Success,1,"Long March 4B | CBERS-4A, ETRSS-1 & Others"
Arianespace,France,ELS,2019-12-18 08:54:00+00:00,2019.0,12.0,Active,62.0,Success,1,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others"
SpaceX,USA,SLC-40,2019-12-17 00:10:00+00:00,2019.0,12.0,Active,50.0,Success,1,Falcon 9 Block 5 | JCSAT-18 / Kacific-1
CASC,China,LC-3,2019-12-16 07:22:00+00:00,2019.0,12.0,Active,62.0,Success,1,Long March 3B/YZ-1 | BeiDou-3 M19 & M20
Blue Origin,USA,Blue Origin Launch Site,2019-12-11 17:55:00+00:00,2019.0,12.0,Active,62.0,Success,1,New Shepard | NS-12
ISRO,India,First Launch Pad,2019-12-11 09:55:00+00:00,2019.0,12.0,Active,21.0,Success,1,PSLV-QL | RISAT 2BR1
VKS RF,Russia,Site 43/3,2019-12-11 08:54:00+00:00,2019.0,12.0,Active,48.5,Success,1,Soyuz 2.1b/Fregat | Cosmos 2544
ExPace,China,Site 9401 (SLS-2),2019-12-07 08:52:00+00:00,2019.0,12.0,Active,62.0,Success,1,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B
ExPace,China,Taiyuan Satellite Launch Center,2019-12-07 02:55:00+00:00,2019.0,12.0,Active,62.0,Success,1,Kuaizhou 1A | Jilin-1 Gaofen-02B
Roscosmos,Russia,Site 31/6,2019-12-06 09:34:00+00:00,2019.0,12.0,Active,48.5,Success,1,Soyuz 2.1a | Progress MS-13 (74P)
Rocket Lab,USA,Rocket Lab LC-1A,2019-12-06 08:18:00+00:00,2019.0,12.0,Active,7.5,Success,1,Electron/Curie | Running Out Of Fingers
SpaceX,USA,SLC-40,2019-12-05 17:29:00+00:00,2019.0,12.0,Active,50.0,Success,1,Falcon 9 Block 5 | CRS-19
CASC,China,LC-9,2019-11-27 23:52:00+00:00,2019.0,11.0,Active,64.68,Success,1,Long March 4C | Gaofen-12
ISRO,India,Second Launch Pad,2019-11-27 03:58:00+00:00,2019.0,11.0,Active,31.0,Success,1,PSLV-XL | Cartosat-3 & Rideshares
Arianespace,France,ELA-3,2019-11-26 21:23:00+00:00,2019.0,11.0,Active,200.0,Success,1,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1
VKS RF,Russia,Site 43/4,2019-11-25 17:52:00+00:00,2019.0,11.0,Active,62.0,Success,1,Soyuz 2.1v/Volga | Cosmos 2542 & 2543
CASC,China,LC-3,2019-11-23 00:55:00+00:00,2019.0,11.0,Active,62.0,Success,1,Long March 3B/YZ-1 | BeiDou-3 M21 & M22
ExPace,China,Site 95,2019-11-17 10:00:00+00:00,2019.0,11.0,Active,62.0,Success,1,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B"
CASC,China,LC-16,2019-11-13 06:35:00+00:00,2019.0,11.0,Active,62.0,Success,1,Long March 6 | Ningxia-1 (x5)
ExPace,China,Site 95,2019-11-13 03:40:00+00:00,2019.0,11.0,Active,62.0,Success,1,Kuaizhou 1A | Jilin 1-02A
SpaceX,USA,SLC-40,2019-11-11 14:56:00+00:00,2019.0,11.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V1 L1
CASC,China,LC-2,2019-11-04 17:43:00+00:00,2019.0,11.0,Active,29.15,Success,1,Long March 3B/E | Beidou-3 IGSO-3
CASC,China,LC-9,2019-11-03 03:22:00+00:00,2019.0,11.0,Active,64.68,Success,1,Long March 4B | Gaofen-7
Northrop,USA,LP-0A,2019-11-02 13:59:00+00:00,2019.0,11.0,Active,85.0,Success,1,Antares 230+ | CRS NG-12
Exos,USA,Vertical Launch Area,2019-10-26 17:40:00+00:00,2019.0,10.0,Active,62.0,Failure,0,SARGE | Launch 4
CASC,China,LC-3,2019-10-17 15:21:00+00:00,2019.0,10.0,Active,29.15,Success,1,Long March 3B/E | TJSW-4
Rocket Lab,USA,Rocket Lab LC-1A,2019-10-17 01:22:00+00:00,2019.0,10.0,Active,7.5,Success,1,Electron/Curie | As The Crow Flies
Northrop,USA,Stargazer,2019-10-11 01:59:00+00:00,2019.0,10.0,Active,40.0,Success,1,Pegasus XL | ICON
ILS,USA,Site 200/39,2019-10-09 10:17:00+00:00,2019.0,10.0,Active,65.0,Success,1,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1
CASC,China,LC-9,2019-10-04 18:51:00+00:00,2019.0,10.0,Active,64.68,Success,1,Long March 4C | Gaofen 10 (Replacement)
VKS RF,Russia,Site 43/4,2019-09-26 07:46:00+00:00,2019.0,9.0,Active,48.5,Success,1,Soyuz 2.1b/Fregat | Cosmos 2541
Roscosmos,Russia,Site 1/5,2019-09-25 13:57:00+00:00,2019.0,9.0,Retired,62.0,Success,1,Soyuz FG | Soyuz MS-15 (61S)
CASC,China,Site 9401 (SLS-2),2019-09-25 00:54:00+00:00,2019.0,9.0,Active,29.75,Success,1,Long March 2D | Yunhai-1-02
MHI,Japan,LA-Y2,2019-09-24 16:05:00+00:00,2019.0,9.0,Retired,112.5,Success,1,H-IIB | HTV-8
CASC,China,LC-2,2019-09-22 21:10:00+00:00,2019.0,9.0,Active,62.0,Success,1,Long March 3B/YZ-1 | BeiDou-3 M23 & M24
CASC,China,Site 95,2019-09-19 06:42:00+00:00,2019.0,9.0,Active,5.3,Success,1,Long March 11 | Zhuhai-1 Group 03
CASC,China,LC-9,2019-09-12 03:26:00+00:00,2019.0,9.0,Active,64.68,Success,1,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1"
ExPace,China,Site 95,2019-08-30 23:41:00+00:00,2019.0,8.0,Active,62.0,Success,1,Kuaizhou 1A | KX-09 & Others
VKS RF,Russia,Site 133/3,2019-08-30 14:00:00+00:00,2019.0,8.0,Retired,41.8,Success,1,Rokot/Briz KM | Cosmos 2540
ULA,USA,SLC-37B,2019-08-22 13:06:00+00:00,2019.0,8.0,Retired,164.0,Success,1,"Delta IV Medium+ (4,2) | GPS III SV02"
Roscosmos,Russia,Site 31/6,2019-08-22 03:38:00+00:00,2019.0,8.0,Active,48.5,Success,1,Soyuz 2.1a | Soyuz MS-14 (60S)
Rocket Lab,USA,Rocket Lab LC-1A,2019-08-19 12:12:00+00:00,2019.0,8.0,Active,7.5,Success,1,"Electron/Curie | Look Ma, No Hands!"
CASC,China,LC-2,2019-08-19 12:03:00+00:00,2019.0,8.0,Active,29.15,Success,1,Long March 3B/E | ChinaSat 18
CASC,China,Site 95,2019-08-17 04:11:00+00:00,2019.0,8.0,Active,7.5,Success,1,Jielong-1 | Tianqi-4 & Others
ULA,USA,SLC-41,2019-08-08 10:13:00+00:00,2019.0,8.0,Active,153.0,Success,1,Atlas V 551 | AEHF 5
SpaceX,USA,SLC-40,2019-08-06 23:23:00+00:00,2019.0,8.0,Active,50.0,Success,1,Falcon 9 Block 5 | AMOS-17
Arianespace,France,ELA-3,2019-08-06 19:30:00+00:00,2019.0,8.0,Active,200.0,Success,1,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39
Roscosmos,Russia,Site 81/24,2019-08-05 21:56:00+00:00,2019.0,8.0,Active,65.0,Success,1,Proton-M/Briz-M | Cosmos 2539
Roscosmos,Russia,Site 31/6,2019-07-31 12:10:00+00:00,2019.0,7.0,Active,48.5,Success,1,Soyuz 2.1a | Progress MS-12
VKS RF,Russia,Site 43/4,2019-07-30 05:56:00+00:00,2019.0,7.0,Active,48.5,Success,1,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L
CASC,China,LC-3,2019-07-26 03:57:00+00:00,2019.0,7.0,Active,30.8,Success,1,Long March 2C | Yaogan-30-05
SpaceX,USA,SLC-40,2019-07-25 22:01:00+00:00,2019.0,7.0,Active,50.0,Success,1,Falcon 9 Block 5 | CRS-18
i-Space,Japan,Site 95,2019-07-25 05:00:00+00:00,2019.0,7.0,Active,62.0,Success,1,Hyperbola-1 | CAS-7B & Others
ISRO,India,Second Launch Pad,2019-07-22 09:13:00+00:00,2019.0,7.0,Active,62.0,Success,1,GSLV Mk III | Chandrayaan-2 lunar mission
Roscosmos,Russia,Site 1/5,2019-07-20 16:28:00+00:00,2019.0,7.0,Retired,62.0,Success,1,Soyuz FG | Soyuz MS-13 (59S)
Roscosmos,Russia,Site 81/24,2019-07-13 12:31:00+00:00,2019.0,7.0,Active,65.0,Success,1,Proton-M/DM-3 | Spektr-RG
Arianespace,France,ELV-1 (SLV),2019-07-11 01:53:00+00:00,2019.0,7.0,Active,37.0,Failure,0,Vega | Falcon Eye 1
VKS RF,Russia,Site 43/4,2019-07-10 17:14:00+00:00,2019.0,7.0,Active,62.0,Success,1,Soyuz 2.1v/Volga | Cosmos 2535 to 2538
Roscosmos,Russia,Site 1S,2019-07-05 05:41:00+00:00,2019.0,7.0,Active,62.0,Success,1,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others"
Exos,USA,Vertical Launch Area,2019-06-29 18:00:00+00:00,2019.0,6.0,Active,62.0,Partial Failure,0,SARGE | Launch 3
Rocket Lab,USA,Rocket Lab LC-1A,2019-06-29 04:30:00+00:00,2019.0,6.0,Active,7.5,Success,1,Electron/Curie | Make it Rain
SpaceX,USA,LC-39A,2019-06-25 06:30:00+00:00,2019.0,6.0,Active,90.0,Success,1,Falcon Heavy | STP-2
CASC,China,LC-3,2019-06-24 18:09:00+00:00,2019.0,6.0,Active,29.15,Success,1,Long March 3B/E | Beidou-3 IGSO-2
Arianespace,France,ELA-3,2019-06-20 21:43:00+00:00,2019.0,6.0,Active,200.0,Success,1,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16
SpaceX,USA,SLC-4E,2019-06-12 14:17:00+00:00,2019.0,6.0,Active,50.0,Success,1,Falcon 9 Block 5 | RADARSAT Constellation
CASC,China,Tai Rui Barge,2019-06-05 04:06:00+00:00,2019.0,6.0,Active,5.3,Success,1,Long March 11H | Jilin-1 & Others
Roscosmos,Russia,Site 200/39,2019-05-30 17:42:00+00:00,2019.0,5.0,Active,65.0,Success,1,Proton-M/Briz-M | Yamal-601
Roscosmos,Russia,Site 43/4,2019-05-27 06:23:00+00:00,2019.0,5.0,Active,62.0,Success,1,Soyuz 2.1b/Fregat-M | Cosmos 2534
SpaceX,USA,SLC-40,2019-05-24 02:30:00+00:00,2019.0,5.0,Active,50.0,Success,1,Falcon 9 Block 5 | Starlink V0.9
CASC,China,LC-9,2019-05-22 22:55:00+00:00,2019.0,5.0,Active,64.68,Failure,0,Long March 4C | Yaogan Weixing-33
ISRO,India,First Launch Pad,2019-05-22 00:00:00+00:00,2019.0,5.0,Active,21.0,Success,1,PSLV-CA | RISAT-2B
CASC,China,LC-2,2019-05-17 15:48:00+00:00,2019.0,5.0,Active,62.0,Success,1,Long March 3C/E | Beidou-2 G8
Rocket Lab,USA,Rocket Lab LC-1A,2019-05-05 06:00:00+00:00,2019.0,5.0,Active,7.5,Success,1,Electron/Curie | That's a Funny Looking Cactus
SpaceX,USA,SLC-40,2019-05-04 06:48:00+00:00,2019.0,5.0,Active,50.0,Success,1,Falcon 9 Block 5 | CRS-17
Blue Origin,USA,Blue Origin Launch Site,2019-05-02 13:35:00+00:00,2019.0,5.0,Active,62.0,Success,1,New Shepard | NS-11
CASC,China,Taiyuan Satellite Launch Center,2019-04-29 22:52:00+00:00,2019.0,4.0,Active,64.68,Success,1,Long March 4B | Tianhui-2 Group 01
CASC,China,LC-3,2019-04-20 14:30:00+00:00,2019.0,4.0,Active,29.15,Success,1,Long March 3B/E | Beidou-3 IGSO-1
Northrop,USA,LP-0A,2019-04-17 20:46:00+00:00,2019.0,4.0,Retired,85.0,Success,1,Antares 230 | CRS NG-11
SpaceX,USA,LC-39A,2019-04-11 22:35:00+00:00,2019.0,4.0,Active,90.0,Success,1,Falcon Heavy | ArabSat 6A
Arianespace,France,ELS,2019-04-04 17:04:00+00:00,2019.0,4.0,Active,62.0,Success,1,Soyuz ST-B/Fregat-MT | O3b FM17-FM20
Roscosmos,Russia,Site 31/6,2019-04-04 11:01:00+00:00,2019.0,4.0,Active,48.5,Success,1,Soyuz 2.1a | Progress MS-11 (72P)
ISRO,India,Second Launch Pad,2019-04-01 03:57:00+00:00,2019.0,4.0,Active,21.0,Success,1,PSLV-QL | EMISAT & Rideshares
CASC,China,LC-2,2019-03-31 15:51:00+00:00,2019.0,3.0,Active,29.15,Success,1,Long March 3B/E | Tianlian-2
Rocket Lab,USA,Rocket Lab LC-1A,2019-03-28 23:27:00+00:00,2019.0,3.0,Active,7.5,Success,1,Electron/Curie | Two Thumbs Up
OneSpace,China,Site 95,2019-03-27 09:39:00+00:00,2019.0,3.0,Active,62.0,Failure,0,OS-M1 | Lingque-1B
Arianespace,France,ELV-1 (SLV),2019-03-22 01:50:00+00:00,2019.0,3.0,Active,37.0,Success,1,Vega | PRISMA
ULA,USA,SLC-37B,2019-03-16 00:26:00+00:00,2019.0,3.0,Retired,62.0,Success,1,"Delta IV Medium+ (5,4) | WGS-10"
Roscosmos,Russia,Site 1/5,2019-03-14 19:14:00+00:00,2019.0,3.0,Retired,62.0,Success,1,Soyuz FG | Soyuz MS-12 (58S)
CASC,China,LC-3,2019-03-09 16:28:00+00:00,2019.0,3.0,Active,29.15,Success,1,Long March 3B/E | Zhongxing-6C
Exos,USA,Vertical Launch Area,2019-03-02 17:45:00+00:00,2019.0,3.0,Active,62.0,Partial Failure,0,SARGE | Launch 2
SpaceX,USA,LC-39A,2019-03-02 07:49:00+00:00,2019.0,3.0,Active,50.0,Success,1,Falcon 9 Block 5 | SpaceX Demo-1
Arianespace,France,ELS,2019-02-27 21:37:00+00:00,2019.0,2.0,Active,62.0,Success,1,Soyuz ST-B/Fregat-M | OneWeb #1
SpaceX,USA,SLC-40,2019-02-22 01:45:00+00:00,2019.0,2.0,Active,50.0,Success,1,Falcon 9 Block 5 | Nusantara Satu & Beresheet
VKS RF,Russia,Site 31/6,2019-02-21 16:47:00+00:00,2019.0,2.0,Active,62.0,Success,1,Soyuz 2.1b/Fregat-M | EgyptSat-A
Arianespace,France,ELA-3,2019-02-05 21:01:00+00:00,2019.0,2.0,Active,200.0,Success,1,Ariane 5 ECA | GSAT-31 & Hellas-Sat-4
ISRO,India,First Launch Pad,2019-01-24 18:07:00+00:00,2019.0,1.0,Active,62.0,Success,1,PSLV-DL | Microsat-R
Blue Origin,USA,Blue Origin Launch Site,2019-01-23 15:05:00+00:00,2019.0,1.0,Active,62.0,Success,1,New Shepard | NS-10
CASC,China,Site 95,2019-01-21 05:42:00+00:00,2019.0,1.0,Active,5.3,Success,1,Long March 11 | Jilin-1 Hyperspectral & Others
ULA,USA,SLC-6,2019-01-19 19:10:00+00:00,2019.0,1.0,Active,350.0,Success,1,Delta IV Heavy | NROL-71
JAXA,Japan,Mu Pad,2019-01-18 00:50:00+00:00,2019.0,1.0,Active,39.0,Success,1,Epsilon PBS | Innovative Satellite Technology Demonstration-1
ISA,Iran,Imam Khomeini Spaceport,2019-01-15 00:30:00+00:00,2019.0,1.0,Active,62.0,Failure,0,Simorgh | Payam-e Amirkabir
SpaceX,USA,SLC-4E,2019-01-11 15:31:00+00:00,2019.0,1.0,Active,50.0,Success,1,Falcon 9 Block 5 | Iridium-8
CASC,China,LC-2,2019-01-10 17:11:00+00:00,2019.0,1.0,Active,29.15,Success,1,Long March 3B/E | Zhongxing-2D (Chinasat-2D)
CASC,China,Site 9401 (SLS-2),2018-12-29 08:02:00+00:00,2018.0,12.0,Active,62.0,Success,1,Long March 2D/YZ-3 | Hongyan-1
Roscosmos,Russia,Site 1S,2018-12-27 02:07:00+00:00,2018.0,12.0,Active,48.5,Success,1,Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares
CASC,China,LC-3,2018-12-24 16:53:00+00:00,2018.0,12.0,Active,62.0,Success,1,Long March 3C/E | TJS-3
SpaceX,USA,SLC-40,2018-12-23 13:51:00+00:00,2018.0,12.0,Active,50.0,Success,1,Falcon 9 Block 5 | GPS III SV01
CASC,China,Site 95,2018-12-21 23:51:00+00:00,2018.0,12.0,Active,5.3,Success,1,Long March 11 | Hongyun-1
VKS RF,Russia,Site 200/39,2018-12-21 00:20:00+00:00,2018.0,12.0,Active,65.0,Success,1,Proton-M/Briz-M | Blagovest No.13L
Arianespace,France,ELS,2018-12-19 16:37:00+00:00,2018.0,12.0,Active,62.0,Success,1,Soyuz ST-A/Fregat-M | CSO 1
ISRO,India,Second Launch Pad,2018-12-19 10:40:00+00:00,2018.0,12.0,Active,47.0,Success,1,GSLV Mk II | GSAT-7A
Rocket Lab,USA,Rocket Lab LC-1A,2018-12-16 06:33:00+00:00,2018.0,12.0,Active,7.5,Success,1,Electron/Curie | This one's for Pickering
CASC,China,LC-2,2018-12-07 18:23:00+00:00,2018.0,12.0,Active,29.15,Success,1,Long March 3B/E | Chang'e-4
CASC,China,Site 9401 (SLS-2),2018-12-07 04:12:00+00:00,2018.0,12.0,Active,29.75,Success,1,"Long March 2D | SaudiSAT 5A, & 5B and Others"
SpaceX,USA,SLC-40,2018-12-05 18:16:00+00:00,2018.0,12.0,Active,50.0,Success,1,Falcon 9 Block 5 | CRS-16
Arianespace,France,ELA-3,2018-12-04 20:37:00+00:00,2018.0,12.0,Active,200.0,Success,1,Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A
SpaceX,USA,SLC-4E,2018-12-03 18:34:00+00:00,2018.0,12.0,Active,50.0,Success,1,Falcon 9 Block 5 | Spaceflight SSO-A
